text,speaker,season,episode,scene,utterance
Did you tell him about my thquirt gun idea?,Ross Geller,2,6,4,26
"My brother, the PhD would like to know if there's any way to treat this orally.",Monica Geller,2,6,4,27
Tho?,Ross Geller,2,6,4,29
Ohhh.,Ross Geller,2,6,4,30
"That's good, have a seat. Um, the doctor says it's gotta be a needle. You're just gonna have to be brave, ok? Can you do that for me?",Monica Geller,2,6,4,31
Ok.,Ross Geller,2,6,4,32
"Ok. Oh boy. You are doin' so good. You wanna squeeze my hand? All right, Ross, don't squeeze it so hard. Honey, really, don't squeeze it so hard! Oh, Ross! Let go of my hand!",Monica Geller,2,6,4,33
"That's a good plan, Joe. Next time we wanna pick up women, we should just go to the park and make out. Taxi, taxi!",Chandler Bing,2,6,4,34
"Hey, hey, look at that talent.",Joey Tribbiani,2,6,4,35
Just practicing. You're good. Carry on.,Chandler Bing,2,6,4,36
"Ok, but can you tell him that, because he thinks he's too pink.",Chandler Bing,2,6,4,38
"Oh we're not out. No, no. We're just uh, two heterosexual guys, hanging with the son of our other heterosexual friend, doin' the usual straight guy stuff.",Joey Tribbiani,2,6,4,40
You done?,Chandler Bing,2,6,4,41
Yeah.,Joey Tribbiani,2,6,4,42
Get outta here. This is our stop too.,Joey Tribbiani,2,6,4,44
"Oh, yeah, yeah, sure. We live in the building by the uh sidewalk.",Joey Tribbiani,2,6,4,46
You know it?,Chandler Bing,2,6,4,47
"Hey, look, since we're neighbors and all, what do you say we uh, get together for a drink?",Joey Tribbiani,2,6,4,48
"Oh, sure, they love us over there.",Chandler Bing,2,6,4,50
"Oh, that's good. Maybe he'll hear you and pull the cord.",Chandler Bing,2,6,4,53
Are you sure he didn't break it because it really hurts.,Monica Geller,2,6,4,55
"Oh, I'm sorry, I'm really sorry. Sorry. Sorry! Hey! Hey! I got my s's back! Which we can celebrate later. Celebrate.",Ross Geller,2,6,4,57
"... with the double double double-jointed boy. Hey. So um, are you the professional guitar player?",Phoebe Buffay,2,6,4,58
"Right. My name was on there, but now it just says ""carrot cake"". So, um, so um, how many chords do you know?",Phoebe Buffay,2,6,4,60
"Oh yeah, so you know D?",Phoebe Buffay,2,6,4,62
"Ok, do you know A minor?",Phoebe Buffay,2,6,4,64
"Ok, do you know how to go from D to A minor?",Phoebe Buffay,2,6,4,66
"Ok. Um, so does your guitar have a strap?",Phoebe Buffay,2,6,4,68
Oh. Mine does. Stephanie knows all the chords.,Phoebe Buffay,2,6,4,70
"Come on, pick up, pick up! Hello? Transit Authority? Yes, hello. I'm doing research for a book, and I was wondering what someone might do if they left a baby on a city bus. Yes I do realize that would be a very stupid charact er.",Chandler Bing,2,6,4,71
"Hi, here's the deal. We lost a carseat on a bus today. It's white plastic, with a handle, and it fits onto a stroller. Oh, and there was a baby in it. He wants to talk to you again.",Joey Tribbiani,2,6,4,72
"Ok, everybody, let's give a uh nice warm Central Perk welcome to--",Rachel Green,2,6,4,73
"Terry's a jerk, and he won't let me work, and I hate Central Perk!",Phoebe Buffay,2,6,4,74
"Uh, to Stephanie Schiffer.",Rachel Green,2,6,4,75
You're all invited to bite me!,Phoebe Buffay,2,6,4,77
That's me.,Chandler Bing,2,6,4,80
I'm him.,Joey Tribbiani,2,6,4,81
"Actually, uh, we're both the father.",Chandler Bing,2,6,4,82
Please tell me you know which one is our baby.,Chandler Bing,2,6,4,84
"Well, well that one has ducks on his t-shirt, and this one has clowns. And Ben was definitely wearing ducks.",Joey Tribbiani,2,6,4,85
Ok.,Chandler Bing,2,6,4,86
"Or clowns. Oh, oh wait. That one's definitely Ben. Remember, he had that cute little mole by his mouth.",Joey Tribbiani,2,6,4,87
Yeah?,Chandler Bing,2,6,4,88
Yeah.,Joey Tribbiani,2,6,4,89
"Hey, Ben, remember us? Ok, the mole came off.",Chandler Bing,2,6,4,90
Ahh!,Joey Tribbiani,2,6,4,91
What're we gonna do? What're we gonna do?,Chandler Bing,2,6,4,92
"Uh, uh, we'll flip for it. Ducks or clowns.",Joey Tribbiani,2,6,4,93
"Oh, we're gonna flip for the baby?",Chandler Bing,2,6,4,94
You got a better idea?,Joey Tribbiani,2,6,4,95
"All right, call it in the air.",Chandler Bing,2,6,4,96
Heads.,Joey Tribbiani,2,6,4,97
Heads it is.,Chandler Bing,2,6,4,98
Yes! Whew!,Joey Tribbiani,2,6,4,99
We have to assign heads to something.,Chandler Bing,2,6,4,100
"Right. Ok, ok, uh, ducks is heads, because ducks have heads.",Joey Tribbiani,2,6,4,101
What kind of scary-ass clowns came to your birthday?,Chandler Bing,2,6,4,102
Hey.,Rachel Green,2,6,5,2
"Oh, hi.",Phoebe Buffay,2,6,5,3
Here. I thought you might be cold.,Rachel Green,2,6,5,4
Thank you.,Phoebe Buffay,2,6,5,5
"Whoa, look at you, you did pretty well.",Rachel Green,2,6,5,6
"Eight dollars and 27 cents. But not really, 'cause I put in the first two, just to, you know, get the ball rolling, and to make myself feel better.",Phoebe Buffay,2,6,5,7
Do you?,Rachel Green,2,6,5,8
"No. This whole like playing-for-money thing is so not good for me. You know, I don't know, when I sang ""Su-Su-Suicide"", I got a dollar seventy-five. But then, ""Smelly Cat"", I got 25 cents and a condom. So you know, now I just feel really bad for Smelly Cat.",Phoebe Buffay,2,6,5,9
"Well, you know, honey, I don't think everybody gets Smelly Cat. You know, I mean, if all you've ever actually had are healthy pets, then, whoosh!",Rachel Green,2,6,5,10
"It's not even that. I used to do my songs because it made me happy, but now it's like, it's just all about the money.",Phoebe Buffay,2,6,5,11
"Well, people missed you in there. And in fact, there was actually a request for ""Smelly Cat"".",Rachel Green,2,6,5,12
Really? From who?,Phoebe Buffay,2,6,5,13
"Well, from me. And I know it's not your big money song, but it's my favorite.",Rachel Green,2,6,5,14
Yeah. Here you go.,Phoebe Buffay,2,6,5,16
"I just wanna thank you for being there for me today. And I'm sorry I,I almost broke your hand.",Ross Geller,2,6,6,2
That's ok. I'm sorry I poisoned you.,Monica Geller,2,6,6,3
"Yeah. Hey, remember the time I jammed that pencil into your hand?",Ross Geller,2,6,6,4
"Remember it? What do you think this is, a freckle?",Monica Geller,2,6,6,5
Oh.,Ross Geller,2,6,6,6
"Wait, what about the time I hit you in the face with the Silvian's pumpkin?",Monica Geller,2,6,6,7
"Oh, man. Oh, remember when I stuck that broom in your bike spokes, and you flipped over and hit your head on the curb?",Ross Geller,2,6,6,8
No. But I remember people telling me about it.,Monica Geller,2,6,6,9
I hope Ben has a little sister.,Ross Geller,2,6,6,10
Yeah. I hope she can kick his ass.,Monica Geller,2,6,6,11
"I'm gonna get a new band-aid. Hey, how 'bout the time I cut the legs off your Malibu Ken?",Ross Geller,2,6,6,12
That was you?,Monica Geller,2,6,6,13
"They, uh, were infected. He wouldn't have made it.",Ross Geller,2,6,6,14
"Aw, my little nephew. Come here, little one. There's my little baby Ben. Hey, my little boy. Hey, he's not crying.",Monica Geller,2,6,6,15
"Hey, he's not crying.",Chandler Bing,2,6,6,16
Yes! There's still pie.,Joey Tribbiani,2,6,6,17
"I'm here. How's my little boy? Want Daddy to change your diaper? So, did you have fun with Uncle Joey and Uncle Chandler today?",Ross Geller,2,6,6,18
"Oh, yeah, he rode the bus today.",Joey Tribbiani,2,6,6,19
"Ohhh. Big boy, riding the bus--Hey, I have a question. How come it says Property of Human Services on his butt?",Ross Geller,2,6,6,20
"You, you are gonna love this.",Chandler Bing,2,6,6,21
Will you hold Ben for a sec? Come here. Come here.,Ross Geller,2,6,6,22
"Stay back, I've got kiwi. Run, Joey, Run!",Chandler Bing,2,6,6,23
"No, no, no. I'm sorry. It's ""smelly cat, smel-ly cat"".",Phoebe Buffay,2,6,6,25
Better. Yeah.,Phoebe Buffay,2,6,6,27
"Yeah, much better. And you know what, don't feel bad, because it's a hard song.",Phoebe Buffay,2,6,6,29
You wanna try it again?,Phoebe Buffay,2,6,6,31
"Ok, there is no top. That's the beauty of Smelly Cat. Um, why don't you just follow me?",Phoebe Buffay,2,6,6,33
Mmmm hmmm.,Phoebe Buffay,2,6,6,35
That's too much. Sorry.,Phoebe Buffay,2,6,6,37
"OK, what is it about me? Do I not look fun enough? Is there something. . . repellant. . . about me?",Chandler Bing,2,7,1,2
"So, how was the party?",Rachel Green,2,7,1,3
"Well it couldn't have been worse. A woman literally passed through me. OK, so what is it, am I hideously unattractive?",Chandler Bing,2,7,1,4
"No, you are not, you are very attractive. You know what, I go through the exact same thing. Every time I put on a little weight, I start questioning everyting.",Phoebe Buffay,2,7,1,5
"Woah, woah, I've put on a little weight?",Chandler Bing,2,7,1,6
"No, not wieght... y'know, more like insulation.",Phoebe Buffay,2,7,1,7
"Chandler, I'm unemployed and in dire need of a project. Ya wanna work out? I can remake you.",Monica Geller,2,7,1,8
"Oh, you know, I would, but that might get in the way of my lying around time.",Chandler Bing,2,7,1,9
Please.,Monica Geller,2,7,1,10
"Alright, OK, alright. But if we put on spandex and my boobs are bigger than yours, I'm goin' home.",Chandler Bing,2,7,1,12
"Your boobs are fine. Look, I never should have said anything. Come here. Come here. Oh, can't make.... hands... meet....",Phoebe Buffay,2,7,1,13
"OK, let's do it. What?",Chandler Bing,2,7,2,2
"Nothing, just never seen you in little stretchy pants before.",Monica Geller,2,7,2,3
And we're changing.,Chandler Bing,2,7,2,4
C'mon give me five more. Five more.,Monica Geller,2,7,3,2
No.,Chandler Bing,2,7,3,3
Five more and I'll flash you.,Monica Geller,2,7,3,4
"One. . . two. . . two and a half. OK, just show me one of them.",Chandler Bing,2,7,3,5
"Ow, ow, ow, ow, ow, ow, ow. Ow, ow, ow, ow, ow. . She's insane, the woman is insane. It's before work, it's after work, it's during work. She's got me doing butt clenches at my desk. And now, they won't bring me my mail anymore.",Chandler Bing,2,7,4,2
"Hey Phoebs, how'd it go with Scott last night?",Rachel Green,2,7,4,3
"Oh, um, it was nice. Took him to a romantic restraunt, ordered champagne, nice.",Phoebe Buffay,2,7,4,4
"The guy still won't put out, huh?",Joey Tribbiani,2,7,4,5
"Nope. Zilch, nothin', uh-uh.",Phoebe Buffay,2,7,4,6
"Look, I, y'know, I don't mind taking it slow, I like him a lot, y'know he's really interesting and he's really sweet and why won't he give it up?",Phoebe Buffay,2,7,4,8
"Maybe he, uhh... drives his car on the other side of the road, if ya know what I mean.",Joey Tribbiani,2,7,4,9
"No, whad'ya mean? He's not British.",Phoebe Buffay,2,7,4,10
Maybe he's. . . gay.,Joey Tribbiani,2,7,4,11
"Oohh, um, no, I don't think that's the problem. 'Cause we went, um, dancing the other night and the way he held me so close, and the way he was looking into my eyes I just like... definitely felt something.",Phoebe Buffay,2,7,4,12
"Yeah, but how much can you tell from a look?",Rachel Green,2,7,4,13
"No, I felt it on my hip. You could tell.",Phoebe Buffay,2,7,4,14
"Yo, Bing. Racquetball in 15 minutes.",Monica Geller,2,7,4,15
"Joey, be a pal. Lift up my hand and smack her with it.",Chandler Bing,2,7,4,16
"Ooh, oh, Rachel, don't look.",Phoebe Buffay,2,7,4,17
"What? C'mon you guys, I don't care, I have a date tonight.",Rachel Green,2,7,4,18
"Woah, woah, woah, you have a date?",Joey Tribbiani,2,7,4,19
"Yeah, Monica's settin' me up.",Rachel Green,2,7,4,20
"But uh, uh, what about uh, Ross and uh. . .?",Joey Tribbiani,2,7,4,21
"Oh what, my whole insane jealousy thing? Well, y'know, as much fun as that was, I've decided to opt for sanity.",Rachel Green,2,7,4,22
So you really OK about all this?,Chandler Bing,2,7,4,23
"Oh yeah, c'mon, I'm movin' on. He can press her up against that window as much as he wants. For all I care, he can throw her through the damn thing.",Rachel Green,2,7,4,24
Hi guys.,Ross Geller,2,7,4,25
"Oh, Monica, I figured I'd come by tomorrow morning and pick up Fluffy's old cat toy, OK?",Ross Geller,2,7,4,27
Only if you say his full name.,Monica Geller,2,7,4,28
Can I come over tomorrow and pick up Fluffy Meowington's cat toy.,Ross Geller,2,7,4,29
Alright.,Monica Geller,2,7,4,30
You're getting a cat?,Joey Tribbiani,2,7,4,31
"Uh, actually, we're getting a cat.",Ross Geller,2,7,4,32
Together?,Rachel Green,2,7,4,33
Uh huh.,Ross Geller,2,7,4,34
Both of you?,Rachel Green,2,7,4,35
Yep.,Ross Geller,2,7,4,36
Together.,Rachel Green,2,7,4,37
"Ohh, well, isn't that just lovely. That's something the two of you will be able to enjoy for a really, really, really, really, really long time.",Rachel Green,2,7,4,39
Hopefully.,Ross Geller,2,7,4,40
"Well. Woah, look at that! I gotta go, I gotta date. With a man. Um, OK, you guys have a really, uh, have a really good night and you two have a, uh, have a, uh, really good cat. OK, we're not supposed to take these when we leave.",Rachel Green,2,7,4,41
How long do cats live?,Rachel Green,2,7,5,3
"Cats, how long do they live figuring you don't... y'know, throw 'em under a bus or something?",Rachel Green,2,7,5,5
That's just great.,Rachel Green,2,7,5,7
"Oh, right, clink.",Rachel Green,2,7,5,9
"Oh, no, Michael, it's not you. I'm sorry, it's just, it's this thing. It's probably not as bad as it sounds but this friend of mine is, is getting a cat with his girlfriend.",Rachel Green,2,7,5,11
I mean he just started going out with her.,Rachel Green,2,7,5,13
"Ah, hah-hah-hah-ho, yeah, he wishes. Oh, I'm sorry, look at me. OK, Michael, let's talk about you.",Rachel Green,2,7,5,15
"OK, OK. So, you ever get a pet with a girlfriend?",Rachel Green,2,7,5,17
"So, I figured it out.",Phoebe Buffay,2,7,6,2
What?,Joey Tribbiani,2,7,6,3
Why Scott doesn't want to sleep with me. It's 'cause I'm not sexy enough.,Phoebe Buffay,2,7,6,4
"Phoebe, that's crazy. When I first met you, you know what I said to Chandler? I said, ""Excellent butt, great rack.""",Joey Tribbiani,2,7,6,5
"Really? That's so sweet. I mean, I'm officially offended but, sweet.",Phoebe Buffay,2,7,6,6
"Phoebs look, if you want to know what the deal is, you're just gonna have to ask him.",Joey Tribbiani,2,7,6,7
"You're right, you're right. Ah, you are so yumm.",Phoebe Buffay,2,7,6,8
"I mean, it's a cat, y'know, it's a cat. Why can't they get one of those bugs, y'know, one of those fruitflies, those things that live for like a day or something? What're they called, what're they called, what're they called?",Rachel Green,2,7,7,2
Yes! Thank you.,Rachel Green,2,7,7,4
"Oh, you're not having fun, are you?",Rachel Green,2,7,7,7
"Oh, look at me, look at me. Oh, I'm on a date with a really great guy, all I can think about is Ross and his cat and his... Julie. I just want to get over him. gosh, why can't I do that?",Rachel Green,2,7,7,9
"Yeah! Closure. That's what it is, that's what I need. God, you're brilliant! Why didn't I think of that? How do I get that?",Rachel Green,2,7,7,11
"Closure, that's what it is. Closure. Hello, excuse me. Excuse me, hel. . . woo",Rachel Green,2,7,7,13
"Hello, excuse me.",Rachel Green,2,7,7,15
"Hi, I'm sorry, I need to borrow your phone for just one minute.",Rachel Green,2,7,7,17
"I can see that. I... just one phone call, I'll be very quick, I'll even pay for it myself. OK, you're bein' a little weird about your phone.",Rachel Green,2,7,7,19
Thank you. OK. Machine. Just waiting for the beep.,Rachel Green,2,7,7,21
"Ross, hi, it's Rachel. I'm just calling to say that um, everything's fine and I'm really happy for you and your cat who, by the way, I think you should name Michael. And, you know, ya see there I'm thinking of names so obviously, I am over you. I am over you and that, my friend, is what they call closure.",Rachel Green,2,7,7,23
"No, no, no, no, no, no No. Monica, it's Sunday morning. I'm not running on a Sunday.",Chandler Bing,2,7,8,2
Why not?,Monica Geller,2,7,8,3
Because it's Sunday. It's God's day.,Chandler Bing,2,7,8,4
"OK, if you say stop, then we stop.",Monica Geller,2,7,8,5
"OK, stop.",Chandler Bing,2,7,8,6
"No, c'mon, we can't stop, c'mon, we've got three more pounds to go. I am the energy train and you are on board. Woo-woo, woo-woo, woo-woo Woo.",Monica Geller,2,7,8,7
Hey Rach.,Ross Geller,2,7,9,2
Ahhhh.,Rachel Green,2,7,9,3
Oh. And how was the date?,Ross Geller,2,7,9,4
"Umm, I think there was a restaurant... I know there was wine. . .",Rachel Green,2,7,9,5
"Wow, well uh, uh, actually, Julie's downstairs getting a cab, I just need the cat toy, did Monica say. . . What? Why, why are you looking at me like that?",Ross Geller,2,7,9,6
"I don't know, I, I feel like I had a dream about you last night but I, I don't remember.",Rachel Green,2,7,9,7
"OK. Oh, oh, oh.",Ross Geller,2,7,9,8
Did we speak on the phone last night? Did you call me?,Rachel Green,2,7,9,9
"No, I stayed at Julie's last night.",Ross Geller,2,7,9,10
Huh.,Rachel Green,2,7,9,11
"Oh, actually I haven't even been home yet. Do you mind if I check my messages?",Ross Geller,2,7,9,12
"Oh yeah, go ahead.",Rachel Green,2,7,9,13
"Rach, I got a message from you. Who's Michael?",Ross Geller,2,7,9,14
"Oh my God. Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the. . .",Rachel Green,2,7,9,15
You're over me?,Ross Geller,2,7,9,16
Ohhhhhhhh God.,Rachel Green,2,7,9,17
"Wha... you're uh, you're, you're over me?",Ross Geller,2,7,9,18
"Ohh, ohh.",Rachel Green,2,7,9,19
"When, when were you... under me? Rach. Rachel do you, I mean, were you, uh. . . What?",Ross Geller,2,7,9,20
"Ohh, OK, OK, OK, well, basically, lately, I've uh, I've uh, sort of had feelings for you.",Rachel Green,2,7,9,21
You've had feelings for me?,Ross Geller,2,7,9,22
"Yeah, what, so? You had feelings for me first.",Rachel Green,2,7,9,23
"Woah. Huh. You know about my, I mean, you know I had... you know?",Ross Geller,2,7,9,24
Chandler told me.,Rachel Green,2,7,9,25
Chandler. When did he... when did he... when did he?,Ross Geller,2,7,9,26
When you were in China.,Rachel Green,2,7,9,27
China.,Ross Geller,2,7,9,28
Meeting Julie.,Rachel Green,2,7,9,29
"Julie. Julie. That. Oh God. Julie, right. OK, I need to lie down. No, ya know, I'm gonna stand. I'm gonna stand, I'm gonna walk, I'm walkin' and I am standing. OK so you uh, and now wha... and now, now, now you're over me?",Ross Geller,2,7,9,30
Are you over me?,Rachel Green,2,7,9,31
"That's, that's Julie. Ju... Julie, Julie. Hi Julie.",Ross Geller,2,7,9,32
I'll be right down.,Ross Geller,2,7,9,34
"Wait, so, you're going?",Rachel Green,2,7,9,35
"Well, OK, I uh, I have to. I can't deal with this right now. I mean, I've uh, y'know, I've got a cab, I've got a girlfriend, I'm... I'm gonna go get a cat.",Ross Geller,2,7,9,36
"OK, OK.",Rachel Green,2,7,9,37
Cat.,Ross Geller,2,7,9,38
Hey Joey.,Phoebe Buffay,2,7,10,2
Hey Phoebs.,Joey Tribbiani,2,7,10,3
How come you're watching a rabbi play electric guitar?,Phoebe Buffay,2,7,10,4
I can't find the remote. Thank you.,Joey Tribbiani,2,7,10,5
"So, Scott asked me to come over for lunch today and I did.",Phoebe Buffay,2,7,10,6
And?,Joey Tribbiani,2,7,10,7
And we did.,Phoebe Buffay,2,7,10,8
"All right Phoebs, way to go.",Joey Tribbiani,2,7,10,9
Yay me.,Phoebe Buffay,2,7,10,10
"So, so how did it happen?",Joey Tribbiani,2,7,10,11
"Well, I finally took your advice and asked him what was going on.",Phoebe Buffay,2,7,10,12
And what did he say?,Joey Tribbiani,2,7,10,13
"He said that, um, he understands how sex can be like, a very emotional thing for a woman and he was just afraid that I was gonna get all, y'know, like, 'ohh, is he gonna call me the next day' and, y'know, 'where is this going' and, ya know, blah-la-la-la-la. So he said he wanted to hold off until he was prepared to be really serious.",Phoebe Buffay,2,7,10,14
Wow.,Joey Tribbiani,2,7,10,15
"Yeah, so I said, ""OK, relax please,"" y'know, I mean, sex can be just about two people right there in the moment, y'know, it's, if he wants to see me again he can call and if not, that's fine too. So after a looooot of talking. . . I convinced him.",Phoebe Buffay,2,7,10,16
"Let me get this straight. He got you to beg to sleep with him, he got you to say he never has to call you again, and he got you thinking this was a great idea.",Joey Tribbiani,2,7,10,17
Um-hum.,Phoebe Buffay,2,7,10,18
This man is my God.,Joey Tribbiani,2,7,10,19
Hi.,Rachel Green,2,7,11,2
I didn't get a cat.,Ross Geller,2,7,11,3
"Oh, that's um, interesting.",Rachel Green,2,7,11,4
"No, no it's not interesting. OK, it's very, very not interesting. In fact it's actually 100 percent completely opposite of interesting.",Ross Geller,2,7,11,5
"Alright, I got it Ross.",Rachel Green,2,7,11,6
You had no right to tell me you ever had feelings for me.,Ross Geller,2,7,11,7
What?,Rachel Green,2,7,11,8
I was doing great with Julie before I found out about you.,Ross Geller,2,7,11,9
"Hey, I was doin' great before I found out about you. You think it's easy for me to see you with Julie?",Rachel Green,2,7,11,10
Then you should have said something before I met her.,Ross Geller,2,7,11,11
I didn't know then. And how come you never said anything to me.,Rachel Green,2,7,11,12
There was never a good time.,Ross Geller,2,7,11,13
"Right, you, you only had a year. We only hung out every night.",Rachel Green,2,7,11,14
"Not, not, not every night. You know, and... and it's not like I didn't try, Rachel, but things got in the way, y'know? Like, like Italian guys or ex-fiances or, or, or Italian guys.",Ross Geller,2,7,11,15
"Hey, there was one Italian guy, OK, and do you even have a point?",Rachel Green,2,7,11,16
"The point is I... I don't need this right now, OK. It, it's too late, I'm with somebody else, I'm happy. This ship has sailed.",Ross Geller,2,7,11,17
"Yeah, what're you saying, you just sort of put away feelings or whatever the hell it was you felt for me?",Rachel Green,2,7,11,18
"Hey, I've been doin' it since the ninth grade, I've gotten pretty damn good at it.",Ross Geller,2,7,11,19
"Alright, fine, you go ahead and you do that, alright Ross.",Rachel Green,2,7,11,20
Fine.,Ross Geller,2,7,11,21
'Cause I don't need your stupid ship.,Rachel Green,2,7,11,22
Good.,Ross Geller,2,7,11,23
Good.,Rachel Green,2,7,11,24
"And ya know what, now I've got closure.",Rachel Green,2,7,11,25
Try the bottom one.,Ross Geller,2,7,11,26
"Monica, it's 6:30 in the morning. We're not working out, it's over.",Chandler Bing,2,7,12,2
"No way, with one pound to go, c'mon. We're workin', we're movin', we're in the zone we're groovin'.",Monica Geller,2,7,12,3
"OK, I don't, I don't mind the last pound. OK, in fact I kind of like the last pound. OK, so don't make me do anything that I'll regret.",Chandler Bing,2,7,12,4
"Ooh, what'cha gonna do, fat boy, huh? What?",Monica Geller,2,7,12,5
"Nothing, except tell you, uh, I think it's wonderful how much energy you have.",Chandler Bing,2,7,12,6
"Well, thanks.",Monica Geller,2,7,12,7
"I mean, especially considering how tough it's been for you to find work.",Chandler Bing,2,7,12,8
"Well, you know.",Monica Geller,2,7,12,9
"You know, I mean, you can't tell your parents you were fired because they'd be disappointed.",Chandler Bing,2,7,12,10
Uh-huh.,Monica Geller,2,7,12,11
And it's not as if you have a boyfriend's shoulder to cry on.,Chandler Bing,2,7,12,12
"Well no, but um.",Monica Geller,2,7,12,13
"I mean, if it were me, I think I'd have difficulty just getting out of bed at all.",Chandler Bing,2,7,12,14
"Y'know, I try to stay positive. . .",Monica Geller,2,7,12,15
"So, you feel like goin' for a run?",Chandler Bing,2,7,12,16
Alright.,Monica Geller,2,7,12,17
"Because, you know, you don't have to. If you want, you could just take a nap right here.",Chandler Bing,2,7,12,18
OK. Just for a little while.,Monica Geller,2,7,12,19
OK.,Chandler Bing,2,7,12,20
Ross kissed me.,Rachel Green,2,8,1,2
"Oh my god, oh my god, oh my god!",Monica Geller,2,8,1,3
It was unbelievable!,Rachel Green,2,8,1,4
"Oh my god, oh my god, oh my god!",Monica Geller,2,8,1,5
"Ok, all right. We want to hear everything. Monica, get the wine and unplug the phone. Rachel, does this end well or do we need to get tissues?",Phoebe Buffay,2,8,1,6
"Oh, it ended very well.",Rachel Green,2,8,1,7
Oh.,Phoebe Buffay,2,8,1,8
Do not start without me. Do not start without me.,Monica Geller,2,8,1,9
"Ok, all right, let's hear about the kiss. Was it like, was it like a soft brush against your lips? Or was it like a, you know, a ""I gotta have you now"" kind of thing?",Phoebe Buffay,2,8,1,10
"Well, at first it was really intense, you know. And then, oh, god, and then we just sort of sunk into it.",Rachel Green,2,8,1,11
"Ok, so, ok, was he holding you? Or was his hand like on your back?",Phoebe Buffay,2,8,1,12
"No, actually first they started on my waist. And then, they slid up, and then, they were in my hair.",Rachel Green,2,8,1,13
"And, uh, and then I kissed her.",Ross Geller,2,8,2,2
Tongue?,Joey Tribbiani,2,8,2,3
Yeah.,Ross Geller,2,8,2,4
Cool.,Joey Tribbiani,2,8,2,5
"All right, check out this bad boy. 12 megabytes of ram. 500 megabyte hard drive. Built-in spreadsheet capabilities and a modem that transmits at over 28,000 b.p.s.",Chandler Bing,2,8,3,2
Wow. What are you gonna use it for?,Phoebe Buffay,2,8,3,3
Games and stuff.,Chandler Bing,2,8,3,4
There are no jobs. There are no jobs for me.,Monica Geller,2,8,3,5
"Wait, here's one. Uh, would you be willing to cook naked?",Joey Tribbiani,2,8,3,6
There's an ad for a naked chef?,Monica Geller,2,8,3,7
"No, but if you're willing to cook naked, then you might be willing to dance naked. And then...",Joey Tribbiani,2,8,3,8
Hi.,Ross Geller,2,8,3,9
"Hey, oh, so, um...how'd you make out last night?",Phoebe Buffay,2,8,3,10
"That, that is funny. That is painfully funny. No, wait. Wait, yeah, that's just painful",Ross Geller,2,8,3,11
Wait a minute. I thought last night was great.,Monica Geller,2,8,3,12
"Yeah, it was, but...I get home, ok, and I see Julie's saline solution on my night table. And I'm thinking to myself, oh my god, what the hell am I doing? I mean, here I am, I am with Julie, this incredible, great woman, who I care about and who cares about me, and I'm like, what, am I just gonna throw all that away?",Ross Geller,2,8,3,13
You got all that from saline solution?,Joey Tribbiani,2,8,3,14
We are talking about Rachel here. You and Rachel.,Monica Geller,2,8,3,15
"Believe me, I've been dreaming about me and Rachel for ten years now. But now, I'm with Julie, so it's like me and Julie, me and Rachel, me and Julie, me and... ... Rachel. Rachel, Rachel.",Ross Geller,2,8,3,16
"Hey, you.",Rachel Green,2,8,3,17
How are you?,Ross Geller,2,8,3,18
Good. How are you?,Rachel Green,2,8,3,19
Good.,Ross Geller,2,8,3,20
"Hi, Julie. Hi, Julie. Julie, um, how are you?",Ross Geller,2,8,3,22
"Good, so everybody's here. Everybody's good. So, were you gonna play something, Phoebe?",Ross Geller,2,8,3,24
"Oh, well, actually.",Phoebe Buffay,2,8,3,25
Play it.,Ross Geller,2,8,3,26
"Ok, all right.",Phoebe Buffay,2,8,3,27
"Hey, Julie, I didn't know you wore lenses.",Joey Tribbiani,2,8,3,28
Ssshh.,Ross Geller,2,8,3,30
"Ok, um, hi, hello, hi, ok, so, um, this is a song about a love triangle between three people that I made up. Um, it's called, um, ""Two of Them Kissed Last Night"".",Phoebe Buffay,2,8,3,31
"There was a girl, we'll call her Betty, and a guy let's call him Neil. Now I can't stress this point too strongly, this story isn't real. Now our Neil must decide, who will be the girl that he casts aside. Will Betty be the one who he loves truly? Or will it be the one who we'll call Ju...Loolie? He must decide, he must decide, even though I made him up, he must decide!",Phoebe Buffay,2,8,3,32
"So, Mr. Rastatter, what exactly does this job entail? The ad wasn't too clear.",Monica Geller,2,8,4,3
I'm sorry?,Monica Geller,2,8,4,5
Ohh.,Monica Geller,2,8,4,7
All right. Mmm-mmm.,Monica Geller,2,8,4,9
"I love how it crumbles. Now see, your chocolate doesn't do that.",Monica Geller,2,8,4,11
Mmm-mmm.,Monica Geller,2,8,4,13
Wow.,Monica Geller,2,8,4,15
Just waiting for it to stop bubbling.,Monica Geller,2,8,4,17
Mmm.,Monica Geller,2,8,4,19
"Abso... ...lutely. See, I love creating new recipes. I love Thanksgiving. And, well, now, I love Mockolate.",Monica Geller,2,8,4,21
"Especially the after taste, you know, I'll tell ya, that'll last ya till Christmas.",Monica Geller,2,8,4,23
How about Mockolate mousse?,Monica Geller,2,8,5,2
"It's not, it's not very Thanksgiving-y.",Phoebe Buffay,2,8,5,3
"Ok, how about pilgrim Mockolate mousse?",Monica Geller,2,8,5,4
What makes it pilgrim?,Phoebe Buffay,2,8,5,5
We'll put buckles on it.,Monica Geller,2,8,5,6
Hey.,Rachel Green,2,8,5,7
Hey.,Phoebe Buffay,2,8,5,8
Hey.,Monica Geller,2,8,5,9
