text,speaker,season,episode,scene,utterance
"Oh, yeah, they were so personal, really showed you cared.",Mr. Treeger,2,9,9,27
"So, uh, is this, uh, mistletoe?",Mr. Treeger,2,9,9,29
"Ahh, if it was mistletoe, I was gonna kiss ya.",Mr. Treeger,2,9,9,31
Geller!,Bobby Rush,2,10,1,8
"Hey. Whoa, hey, you've been working out, huh?",Bobby Rush,2,10,1,10
"Hey, so what'd I miss, what'd I miss, c'mon?",Bobby Rush,2,10,1,13
"Hey, do you need me to pick you up?",Bobby Rush,2,10,1,15
"No, I'm picking you up.",Bobby Rush,2,10,1,17
"OK, now before I go, does anybody else need to be picked up? I'm still gonna go.",Bobby Rush,2,10,1,19
"Uh, public display of affection coming up. You can avert your eyes.",Bobby Rush,2,10,1,21
See ya.,Bobby Rush,2,10,1,22
"Whattaya say we make these, uh, coffees Irish?",Bobby Rush,2,10,2,6
"Well, I would make them Belgian, but the waffles are hard to get into that flask.",Bobby Rush,2,10,2,10
"Yeah, OK.",Bobby Rush,2,10,2,12
"OK, look, this isn't the first time somebody's said something to me about this, but, I don't know... I always made excuses about it, like... uhhh... 'I'm just a social drinker,' or, 'C'mon, it's Flag Day.'",Bobby Rush,2,10,2,14
"I guess I'm saying, I'll try and quit. I kinda like that you worry about me.",Bobby Rush,2,10,2,16
I am gonna try and quit drinking.,Bobby Rush,2,10,2,18
Hhhhiiiii.,Russ,2,10,2,46
"Stop saying you're not talented, you're very talented. It's just with the bird dead and all, there's very little act left. Oh, honey, give me a break, will ya? Oooh, ooh, I'll talk to you later.",Estelle Leonard,2,10,3,2
"Well, there's my favorite client. So tell me darling, how was the audition?",Estelle Leonard,2,10,3,3
"Joey, have you ever seen me ecstatic?",Estelle Leonard,2,10,3,5
"Well, here it is.",Estelle Leonard,2,10,3,7
"Oh, isn't Lori a doll?",Estelle Leonard,2,10,3,9
"Oh, I see. Well, I'm just gonna put in a call here and we'll find out what's goin' on and straighten it out. Yeah, hi, Lori please. Hi darling. So how 'bout Joey Tribbiani for the part of the cab driver, isn't he terrific? Uh-huuuuh. Uh-huuuuh. OK, doll. Talk to you later. Yeah, you're gonna have to sleep with her.",Estelle Leonard,2,10,3,11
Thanks. You wanna hear something funny?,Bobby Rush,2,10,4,8
There are no hardware stores open past midnight in the Village.,Bobby Rush,2,10,4,10
"I needed to buy a hammer the other night, and I'm out walkin' around the neighborhood but apparently there are no hardware stores open past midnight in the Village.",Bobby Rush,2,10,4,12
Oh yeah. See you guys.,Bobby Rush,2,10,4,14
Hi.,Russ,2,10,4,23
"OK, I'll just sit here and... uh... chat with your, uh.... friend-type....people.",Russ,2,10,4,26
Hi.,Russ,2,10,4,40
"Are you a, uh, friend of Rachel's?",Russ,2,10,4,42
"Actually, I'm a... kind of a.... you know, a... date-type... thing... of Rachel's.",Russ,2,10,4,44
"Yeah, I'm her date.",Russ,2,10,4,46
"Oh, you are the, uh... paleontologist.",Russ,2,10,4,49
Periodontist.,Russ,2,10,4,51
Ditto.,Russ,2,10,4,54
Yeah.,Russ,2,10,4,63
Can I get you something from the bar?,Waiter,2,10,6,2
"If... if you want to drink, it's OK with me, I've got to get used to it.",Bobby Rush,2,10,6,4
So the light went out in my refrigerator...,Bobby Rush,2,10,6,6
Dysprosium.,Russ,2,10,7,3
You could not be more wrong. You could try... but you would not be successful.,Russ,2,10,7,15
I know what your problem is.,Russ,2,10,7,17
"Um-hum, you're jealous.",Russ,2,10,7,19
You're jealous because I'm a real doctor.,Russ,2,10,7,21
"Hey, you listen.",Russ,2,10,7,23
"No, let me finish.",Russ,2,10,7,25
Hi.,Russ,2,10,7,28
"Uh, can I talk to you a minute?",Bobby Rush,2,10,8,18
This is really hard for me to say.,Bobby Rush,2,10,8,20
"Oh, no, no, it's about you.",Bobby Rush,2,10,8,22
I think you may have a drinking problem.,Bobby Rush,2,10,8,24
"Look, I am just not strong enough to be in a codependent relationship right now, OK?",Bobby Rush,2,10,8,26
"Well, anyway, I hope we can be friends.",Bobby Rush,2,10,8,28
You too.,Bobby Rush,2,10,8,31
Awwwwwwww.,Gang,2,10,8,34
Hey!,Gang,2,10,8,38
Allright!,Gang,2,10,8,47
Hi.,Russ,2,10,9,2
"I guess you guys heard, Rachel dumped me.",Russ,2,10,9,5
"Oh, all she said was that I remind her too much of somebody. You have any idea who she's talking about?",Russ,2,10,9,7
Oh.,Russ,2,10,9,9
Hey.,Julie,2,10,9,10
"Um, oh, I don't know. I mean, it's definitely weird not being with Ross, but I guess I'm doing OK. Actually I've got some of his stuff that he, um....",Julie,2,10,9,13
So how did everything go?,Carol Willick,2,11,1,3
"Well, we've gotta go.",Carol Willick,2,11,1,5
"Oh, right. Um, I've got some news. It's about us.",Carol Willick,2,11,1,8
"Uh, no, Susan and me.",Carol Willick,2,11,1,10
The other us.,Susan Bunch,2,11,1,11
"We're uh, we're getting married.",Carol Willick,2,11,1,13
"Anyway, we'd like you to come, but we totally understand if you don't want to.",Carol Willick,2,11,1,15
Look I just thought that...,Carol Willick,2,11,1,17
Is your finger caught in that chair?,Susan Bunch,2,11,1,19
Want us to go?,Carol Willick,2,11,1,21
Is she gonna be all right?,Mrs. Wallace,2,11,2,26
There she is.,Sandra Green,2,11,4,13
"Sweetie! So this is where you work? Oh, it's wonderful! Is it a living room? Is it a restaurant? Who can tell? But I guess that's the fun.",Sandra Green,2,11,4,15
"Monica! You look gorgeous! Last time I saw you, it was eat or be eaten.",Sandra Green,2,11,4,17
"Oh hello, Ross.",Sandra Green,2,11,4,19
"So, what do you think of my daughter in the apron with the big job?",Sandra Green,2,11,4,21
"If you didn't pour the coffee, no one would have anything to drink.",Sandra Green,2,11,4,23
"This is just so exciting. You know, I never worked. I went straight from my father's house to the sorority house to my husband's house. I am just so proud of you.",Sandra Green,2,11,4,25
Yes.,Sandra Green,2,11,4,27
"Oh my god, there's an unattractive nude man playing the cello.",Sandra Green,2,11,5,2
"You have some life here, sweetie.",Sandra Green,2,11,5,4
"I do. You didn't love Barry. And I've never seen you this happy. I look at you and I think, oh, this is what I want.",Sandra Green,2,11,5,6
"Well, not just for you.",Sandra Green,2,11,5,8
"I'm uh, considering leaving your father.",Sandra Green,2,11,5,10
Phoebe?,Mr. Adelman,2,11,5,26
"Oh, that's all right, although you did cut into my busy day of sitting.",Mr. Adelman,2,11,5,28
"Oh, no, please, I spent most of mid-morning trying to stand up. Now uh, what can I do for you, my dear?",Mr. Adelman,2,11,5,30
"You're saying, my wife is in you?",Mr. Adelman,2,11,5,32
"Well, I don't know what to tell you dear. The only thing I can think of is that she always used to say that before she died, she wanted to see everything.",Mr. Adelman,2,11,5,34
Everything.,Mr. Adelman,2,11,5,36
"Oh, wait, I remember, she also said she wanted to sleep with me one last time.",Mr. Adelman,2,11,5,38
"Worth a shot, huh?",Mr. Adelman,2,11,5,40
Look at this.,Sandra Green,2,11,6,2
"Oh, look, here's Barry. Did he have to come straight from the office?",Sandra Green,2,11,6,4
"This is so much fun, just the girls. You know what we should do? Does anybody have any marijuana?",Sandra Green,2,11,6,14
"That's fine. I never did it. I just thought I might. So, what's new in sex?",Sandra Green,2,11,6,17
The only man I've ever been with is your father.,Sandra Green,2,11,6,19
"I mean, this is no offense to your dad, sweetie, but I was thinking there might be more.",Sandra Green,2,11,6,21
No.,Sandra Green,2,11,6,23
No.,Sandra Green,2,11,6,25
I guess I just figured of all people you would understand this.,Sandra Green,2,11,6,27
You didn't marry your Barry. I did.,Sandra Green,2,11,6,29
How's it going?,Carol Willick,2,11,7,3
"Fine, whatever.",Carol Willick,2,11,7,5
"Nothing. Ok, everything. I think we're calling off the wedding.",Carol Willick,2,11,7,7
My parents called this afternoon to say they weren't coming.,Carol Willick,2,11,7,11
"I mean, I knew they were having trouble with this whole thing, but they're my parents. They're supposed to give me away and everything.",Carol Willick,2,11,7,13
"And then Susan and I got in this big fight because I said maybe we should call off the wedding, and she said we weren't doing it for them, we were doing it for us, and if I couldn't see that, then maybe we should call off the wedding. I don't know what to do.",Carol Willick,2,11,7,15
You do?,Carol Willick,2,11,7,17
Of course I do.,Carol Willick,2,11,7,19
You're right. Of course you're right.,Carol Willick,2,11,7,21
We're back on.,Carol Willick,2,11,7,23
Thank you.,Carol Willick,2,11,8,5
Ross.,Carol Willick,2,11,8,7
"You know, nothing makes God happier than when two people, any two people, come together in love. Friends, family, we're gathered here today to join Carol and Susan in holy matrimony.",Minister,2,11,8,8
"You know, I uh, I couldn't help but overhear what you just said, and I think it's time for you to forget about Rose, move on with your life...how 'bout we go get you a drink?",Woman,2,11,9,8
"Oh, am I! I just danced with a wonderfully large woman. And three other girls made eyes at me over the buffet. Oh, I'm not saying it's something I wanna pursue, but it's nice to know I have options.",Sandra Green,2,11,9,12
How you doin'?,Susan Bunch,2,11,10,2
You did a good thing today.,Susan Bunch,2,11,10,4
You wanna dance?,Susan Bunch,2,11,10,6
Come on. I'll let you lead.,Susan Bunch,2,11,10,8
Hi. I'm Rob Dohnen.,Rob,2,12,2,19
"I don't know anything about music, but I think you're really, really great.",Rob,2,12,2,21
"Anyway, I schedule performers for the childrens libraries around the city and I was just thinking, have you ever thought about playing your songs for kids?",Rob,2,12,2,23
It's Erica.,Erica Ford,2,12,3,5
"Never mind, it's open.",Erica Ford,2,12,3,7
It's me.,Erica Ford,2,12,3,14
Hi.,Erica Ford,2,12,3,17
"Hi, Dean Lipson, zoo administrator. I was told you had a question.",Dean Lipson,2,12,4,2
"Ahh, I'm afraid I have some bad news. Marcel has passed on.",Dean Lipson,2,12,4,4
"Well he got sick, and then he got sicker, and then he got a little better but then he died.",Dean Lipson,2,12,4,6
"I'm sorry Mr. Geller. But ya know, there's an old saying, 'Sometimes monkeys die.' It's not a great saying but it certainly is fitting today.",Dean Lipson,2,12,4,8
"I'm sorry. Look, I know this can't bring him back but here, it's just a gesture.",Dean Lipson,2,12,4,10
"Yes, and come see the bird show at 4. The macaws wear hats. Well it's a lot cuter if your monkey hasn't just died.",Dean Lipson,2,12,4,12
Ooohhh.,Kids,2,12,5,3
You OK?,Rob,2,12,5,14
"That's not a good idea, that's kinda the reason the last guy got fired.",Rob,2,12,5,16
"Oh, Drake, isn't it amazing?",Erica Ford,2,12,6,2
"Well, here we sit, devil may care, just a little while ago you were reattaching someone's spinal cord.",Erica Ford,2,12,6,4
Who's they?,Erica Ford,2,12,6,6
"Oh Drake, you are so talented, let me see those hands. Oh these hands, these beautiful hands, oh I could just eat them. . . but I won't.",Erica Ford,2,12,6,8
"No, seriously. These hands. These miracle, magical, life-giving hands. Oh, just to be near them, touch them, maybe even lick one?",Erica Ford,2,12,6,10
"Oh my God! Someone, he's choking. Is anyone here a doctor?",Waiter,2,12,6,12
"Well, yes, yes, the best doctor in all of Salem, Dr. Drake Remore.",Erica Ford,2,12,6,13
Meet me in the nocturnal house in 15 minutes.,Janitor,2,12,7,2
It's about your monkey. It's alive.,Janitor,2,12,7,4
"I don't understand, why didn't you help that man?",Erica Ford,2,12,8,2
"No, no no no, you don't have to tell me anything. You don't have to explain yourself to me. Ooh, who am I to question the great Dr. Drake Remore?",Erica Ford,2,12,8,4
I should just be happy to be near you.,Erica Ford,2,12,8,6
Hey what?,Erica Ford,2,12,8,8
"That was great, the kids loved you.",Rob,2,12,9,7
"And you know why? Because you told the truth, and nobody ever tells kids the truth.You were incredible.",Rob,2,12,9,9
How did you know there was a but?,Rob,2,12,9,11
"The thing is, I think some of the parents, they were kinda hopin' that you'd play more songs about like, barnyard animals.",Rob,2,12,9,13
Really?,Rob,2,12,9,15
Because that would be fantastic. What? You wanna kiss me?,Rob,2,12,9,17
"Ahh, the bat. Ambassador of darkness, flitting out of his cave like a winged messenger, sightless spectre of the macabe.",Janitor,2,12,10,2
"Oh, yeah, right. There was a break-in, few months back, inside job. Your monkey was taken.",Janitor,2,12,10,4
The zoo! Do you believe everything the zoo tells ya?,Janitor,2,12,10,6
Of course they're gonna say he's dead. They don't want the bad publicity. It's all a great big cover-up. Do you have any idea how high up this thing goes?,Janitor,2,12,10,8
Lipson knows. Do you have any idea who else knows?,Janitor,2,12,10,10
"Hmm, Lipson knows huh? Ahh, hello Mr. Opossum, enigma of the trees, upside-down denizen of the night, taunting gravity with...",Janitor,2,12,10,12
"Word on the street - well, when I say street, I mean those little pretend streets they have here at the zoo.",Janitor,2,12,10,14
"Your monkey found a new career, in the entertainment field. That's all I know.",Janitor,2,12,10,16
"So, what is this information worth to you, my friend?",Janitor,2,12,10,18
Maybe.,Janitor,2,12,10,20
You're the only one who can save her Drake.,Tv Doctor,2,12,12,2
It's Erica.,Erica Ford,2,12,12,5
"How did you get here so fast, I just saw you in Salem?",Erica Ford,2,12,12,12
"Ohh, and I see you're having a little party too. Is she here, huh, huh?",Erica Ford,2,12,12,14
Sabrina. I know about you two. I saw you today kissing in the doctor's lounge.,Erica Ford,2,12,12,16
You told me I was the only one.,Erica Ford,2,12,12,18
Oh my God. Do the people at the hospital know about this?,Erica Ford,2,12,12,20
"How, how can you be here and there.",Erica Ford,2,12,12,23
"Drake, what're you getting at?",Erica Ford,2,12,12,25
Is this true?,Erica Ford,2,12,12,28
Is all this true?,Erica Ford,2,12,12,32
Oh Hans.,Erica Ford,2,12,12,34
I'll never forget you Hans.,Erica Ford,2,12,12,37
The library board has had a lot of complaints from parents about some of the stuff in your songs.,Rob,2,12,13,3
No.,Rob,2,12,13,5
Maybe if you just played some regular kiddie songs.,Rob,2,12,13,7
I'm not saying you have to be Barney.,Rob,2,12,13,9
Excuse me. Is this where the singing lady is that tells the truth?,Kid,2,12,14,9
She's here.,Kid,2,12,14,11
"C'mon people, back up please, back up, c'mon, c'mon, c'mon, c'mon.",Security Guard,2,12,15,4
"I'm sorry guys, closed set.",Security Guard,2,12,15,6
"Yeah, and I have a time share in the Pocanos with Flipper.",Security Guard,2,12,15,8
"Uh, excuse me folks this is a uhh...",Security Guard,2,13,1,2
"Hey don't take it personal, he's under a lot of pressure, ya know, starring in a movie and all.",Trainer,2,13,1,7
"In human terms, I'd say Cybill Shepard.",Trainer,2,13,1,9
"Hey Sal, Jerry wants to know if the monkey's ready for the subway set?",Director's Assistant,2,13,1,12
The one in the director's chair.,Director's Assistant,2,13,1,14
We've got a problem.,Susie Moss,2,13,1,18
Tell me.,Director's Assistant,2,13,1,19
I can't do Chris's makeup. She refuses to acknowledge that she has a moustasche.,Susie Moss,2,13,1,20
Is it bad?,Director's Assistant,2,13,1,21
"It looks like one of her eyebrows fell down. Now unless someone convinces her to let me bleach it, Jean-Claude Van Damme is gonna be making out with Gabe Kaplan.",Susie Moss,2,13,1,22
I'll talk to her.,Director's Assistant,2,13,1,23
I hate actors.,Susie Moss,2,13,1,24
Excuse me.,Susie Moss,2,13,1,26
"Uh, is your name Chandler?",Susie Moss,2,13,1,28
Chandler Bing?,Susie Moss,2,13,1,30
"I'm Susie Moss. Fourth grade, glasses, I used to carry around a box of animal crackers like a purse.",Susie Moss,2,13,1,32
It's nice to see you're not still wearing that denim cap with all the little mirrors on it.,Susie Moss,2,13,1,34
"Remember the class play? You, you pulled up my skirt and the entire auditorium saw my underpants.",Susie Moss,2,13,1,36
Hi.,Jean-Claude Van Damme,2,13,1,52
You don't think I'm cute?,Jean-Claude Van Damme,2,13,1,54
You can tell her I think her friend is cute.,Jean-Claude Van Damme,2,13,1,56
"OK, well then who was the kid that got caught masturbating?",Susie Moss,2,13,1,58
"Oh that's me, I gotta go.",Susie Moss,2,13,1,60
"Um, so listen, how many times am I gonna have to touch you on the arm before you ask me on a date.",Susie Moss,2,13,1,62
"I'll be there, and who knows, if things go well, maybe this time I'll get to see your underwear.",Susie Moss,2,13,1,64
"Oh, shoot, we gotta go, got a reservation in 30 minutes.",Susie Moss,2,13,3,2
"Oh, 200 seconds of passion. We gotta go.",Susie Moss,2,13,3,4
"But um, here's an idea, have you ever worn women's underwear?",Susie Moss,2,13,3,5
"Well I was thinking it would be um, kind of sexy if you wore mine tonight, at dinner.",Susie Moss,2,13,3,7
Could ya?,Susie Moss,2,13,3,9
How you doin there squirmy?,Susie Moss,2,13,6,4
I have nothing to do with casting.,Director's Assistant,2,13,6,7
How come all I can think about is putting that ice in my mouth and licking you all over?,Susie Moss,2,13,6,9
"I want you right here, right now.",Susie Moss,2,13,6,11
Meet me in the bathroom.,Susie Moss,2,13,6,13
C'mon.,Susie Moss,2,13,6,15
"Alright mister, let's see those panties.",Susie Moss,2,13,6,17
Ooh. Ooh. But ya know what would be even sexier?,Susie Moss,2,13,6,19
If you didn't have your shirt tucked into them.,Susie Moss,2,13,6,21
Alright. Now I would like to see you wearing nothing but them. Take your clothes off.,Susie Moss,2,13,6,23
"C'mon hurry, hurry.",Susie Moss,2,13,6,25
"Alright, turn around. Time to see you from behind.",Susie Moss,2,13,6,27
"Oh, somebody's been doing his buns of steel video.",Susie Moss,2,13,6,29
This is for the fourth grade.,Susie Moss,2,13,6,31
"Whaddo I mean. Whaddya mean, whaddo I mean? I mean underpants, mister, that's what I mean.",Susie Moss,2,13,6,33
"My skirt, you lifted, kids laughing. I was Susie Underpants 'till I was 18.",Susie Moss,2,13,6,35
"Well um, why don't you call me in 20 years and tell me if you're still upset about this.",Susie Moss,2,13,6,37
Sure.,Jean-Claude Van Damme,2,13,7,3
"Normally, I would not do it.",Jean-Claude Van Damme,2,13,7,5
"'Cause Rachel told me uh, you were dying to have a threesome with me and uh, Drew Barrymore. By the way, Drew has some groundrules and...",Jean-Claude Van Damme,2,13,7,7
"I'm sorry it didn't work out between you and me, or you and me. Drew was very disappointed.",Jean-Claude Van Damme,2,13,11,2
Goodbye.,Jean-Claude Van Damme,2,13,11,4
"Perhaps, uh, the three of us, just could. . .",Jean-Claude Van Damme,2,13,11,8
"Are you sure, I can crush a walnut with my butt.",Jean-Claude Van Damme,2,13,11,10
"Can't you see what's going on here, this man is dying.",Jean-Claude Van Damme,2,13,13,2
Cut.,Director,2,13,13,4
"Can't you see what's going on here, this man is dying.",Jean-Claude Van Damme,2,13,13,5
Cut.,Director,2,13,13,7
"Can't you see what's going on here, this man is dying.",Jean-Claude Van Damme,2,13,13,8
Cut.,Director,2,13,13,10
"Can't you see what's going on here, this man is dead.",Jean-Claude Van Damme,2,13,13,11
"Well, this all looks good.",Interviewer,2,14,2,2
And if I want to call for a reference on your last job?,Interviewer,2,14,2,4
"Alright, lets see if you're as good in person as you are on paper. Make me a salad.",Interviewer,2,14,2,6
"No, just a salad will be fine.",Interviewer,2,14,2,8
"Now, I want you to tell me what you're doing while you're doing it.",Interviewer,2,14,2,10
Uh-huh. Is it dirty?,Interviewer,2,14,2,12
"Don't, I like it dirty.",Interviewer,2,14,2,14
"So, uh, what are you going to do next?",Interviewer,2,14,2,16
"Are they, uh, firm?",Interviewer,2,14,2,18
"You sure they haven't gone bad? You're sure they're not very, very bad?",Interviewer,2,14,2,20
You gonna slice them up real nice?,Interviewer,2,14,2,22
Aaaahhhhhhh.,Interviewer,2,14,2,24
Hi darling.,Judy Geller,2,14,4,4
"Well sweetie, we have a surprise for you. We're turning your room into a gym.",Judy Geller,2,14,4,7
"Oh, hi Rachel.",Judy Geller,2,14,4,11
"Oh, we were so sorry to hear about your parents splitting up, dear.",Judy Geller,2,14,4,13
I'm Gail.,Gail,2,14,5,6
"I, I really have to be somewhere but it was nice meeting you.",Gail,2,14,5,8
"Sure will. I've uh, gotta go. Take care.",Man,2,14,6,9
"Hi, darling. Where's my grandson, you didn't bring him?",Judy Geller,2,14,8,4
"Oh, Jack look, there's that house paint commercial that cracks you up.",Judy Geller,2,14,8,7
Why?,Judy Geller,2,14,8,13
You were fired? What're you gonna do?,Judy Geller,2,14,8,15
"Over here Jack. OK. I see, Rachel's coming up the path. Oh doesn't she look pretty. Jack, get this.",Judy Geller,2,14,10,14
Get a shot of Monica. Where's Monica.,Judy Geller,2,14,10,23
"He'll be here OK, take a chill pill.",Roy,2,14,10,52
"Oh, I'm gonna kick Chip's ass.",Roy,2,14,10,56
I have a wonderful idea. You should take Rachel to the prom.,Judy Geller,2,14,10,57
"Jack, give me that. Talk to your son.",Judy Geller,2,14,10,59
"Ahh, are you hadsome.",Judy Geller,2,14,10,72
"Oh, dear. Jack, how do I turn this off?",Judy Geller,2,14,10,77
"Which one? Which button, Jack.",Judy Geller,2,14,10,79
Dance with him.,Judy Geller,2,14,11,2
Dance with your father.,Judy Geller,2,14,11,4
"Oh, Jack.",Judy Geller,2,14,11,7
"Oh, ohhhhh.",Both,2,14,11,9
Aaahhhh. AAAAHHHHHH.,Both,2,15,1,16
"Ah, that's OK, come on in. Um, I'm sorry, is Monica Geller coming? I was told she was.",Richard Burke,2,15,3,4
"Monica? My God you used to be so. . . I mean you, you, you, you must have lost like. . . You look great.",Richard Burke,2,15,3,6
"Hi Phoebe, nice to meet you. So, how ya been?",Richard Burke,2,15,3,8
"Oh, well obviously you know Barbara and I split up, otherwise you wouldn't have done the head tilt.",Richard Burke,2,15,3,10
"Yeah, since the divorce, when anybody asks me how I am, it's always with a sympathetic head tilt. 'How ya doin'? You OK?'",Richard Burke,2,15,3,12
"No no, it, it's fine, believe me. I do it too. I always answer with the 'I'm OK' head bob. 'I'm OK.' 'You sure?' 'Yeah, I'm fine.' Hey listen, I've got to set up the music. I got a new CD changer, of course the divorce only left me with 4 CD's to change.",Richard Burke,2,15,3,14
I'll survive.,Richard Burke,2,15,3,16
"But they're so dull, they're all opthamologists.",Richard Burke,2,15,5,3
"Only because my parents wanted me to be, I wanted to be a sherrif.",Richard Burke,2,15,5,5
See.,Richard Burke,2,15,5,7
"OK. You better. Oh God, here we go. Hey wanna see 'em go nuts? Watch this. Who needs glasses?",Richard Burke,2,15,5,9
I'm going to look into your eyes now.,Richard Burke,2,15,8,2
"Yeah, that's my job. Alright, look up. . . look down, now open your eyes, now look down. That's right, look into the light. Now look at me. . . OK. Your eyes look good. Those are good eyes.",Richard Burke,2,15,8,4
"So, it's great to see ya.",Richard Burke,2,15,8,6
You too.,Richard Burke,2,15,8,8
Drops!,Richard Burke,2,15,8,10
"Drops. Here, they're free.",Richard Burke,2,15,8,12
"Oh, OK, yeah. I'll see ya later.",Richard Burke,2,15,8,14
Yep.,Richard Burke,2,15,11,3
"Ya know, she's having another baby.",Richard Burke,2,15,11,5
"No no. Henry's almost two and he's talking and everyting. Here. You know, the other day he told me he liked me better than his other grandpa. Now in all fairness his other grandpa's a drunk but still. . .",Richard Burke,2,15,11,7
Yeah. Are we nuts here?,Richard Burke,2,15,11,9
"I didn't need to know that. I guess 21 years is a lot. I mean, hell, I'm a whole person who can drink older than you.",Richard Burke,2,15,11,11
So.,Richard Burke,2,15,11,13
"Yeah, yeah, maybe.",Richard Burke,2,15,11,15
"Yeah, it sure does.",Richard Burke,2,15,11,17
"No, no, there's no rush or anything.",Richard Burke,2,15,11,19
Pizza delivery.,Delivery Guy,2,15,11,20
Oh hi kids. Hi darling.,Judy Geller,2,16,3,5
Happy birthday.,Richard Burke,2,16,3,9
"Well, you kids thank Dr. Burke for the ride?",Judy Geller,2,16,3,10
"Well, you kids take the train in?",Friend,2,16,4,2
"No, Richard Burke gave them a ride.",Judy Geller,2,16,4,3
"Oh. Speaking of whom, I hear he's got some 20-year-old twinkie in the city.",Friend,2,16,4,4
"Sooo, Richard's shopping in the junior section.",Judy Geller,2,16,4,6
We just know she's got the IQ of a napkin.,Judy Geller,2,16,4,8
"She's probably not even very pretty, just young enough so that everything is still pointing up.",Friend,2,16,4,9
Hey.,Joey's Co-Star,2,16,5,6
Thanks. You want it?,Joey's Co-Star,2,16,5,8
"Yeah, I'm movin' to a bigger place. You should definitely take this one.",Joey's Co-Star,2,16,5,10
Why not? You hate park views and high ceilings? C'mon I'll show you the kitchen.,Joey's Co-Star,2,16,5,12
"Yeah, is she really 20.",Friend,2,16,6,3
I am not telling you guys anything.,Richard Burke,2,16,6,4
"Jack, would you let it go?",Richard Burke,2,16,6,8
"Guys. Seriously, it is not like that.",Richard Burke,2,16,6,10
"Alright, blonde girl, you're in room two, not so blonde girl, you're with me.",Tattoo Artist,2,16,7,5
How ya doin'?,Richard Burke,2,16,8,2
Really? I'm a hero.,Richard Burke,2,16,8,4
"Yeah, I know. I hate it too. Look, maybe we should just tell them.",Richard Burke,2,16,8,6
My parents are dead.,Richard Burke,2,16,8,8
"I know, I know. Just hang in there, OK. OK, I'll go out first, alright.",Richard Burke,2,16,8,10
"Judy, going to the bathroom, good for you.",Richard Burke,2,16,8,12
"Thank you Richard, I appreciate the support.",Judy Geller,2,16,8,13
I have no idea. Did you know Richard has a twinkie in the city?,Judy Geller,2,16,8,15
I just never would have pictured Richard with a bimbo.,Judy Geller,2,16,8,17
Really.,Judy Geller,2,16,8,19
"So Jack, you ever think about trading me in for a younger model?",Judy Geller,2,16,8,21
Oh Jack stop.,Judy Geller,2,16,8,23
Almost time for cake.,Judy Geller,2,16,10,3
What?,Richard Burke,2,16,11,3
"Humm, really?",Richard Burke,2,16,11,5
Richard. Richard. Your son isn't seeing anyone is he?,Judy Geller,2,16,11,6
"Uhh, not that I know of.",Richard Burke,2,16,11,7
"Well, I was thinking, why doesn't he give Monica a call?",Judy Geller,2,16,11,8
That - that's an idea.,Richard Burke,2,16,11,9
Oh?,Judy Geller,2,16,11,11
Oh?,Richard Burke,2,16,11,12
"She never tells us anything. Ross, did you know Monica's seeing someone?",Judy Geller,2,16,11,14
"So, who's the mystery man?",Judy Geller,2,16,11,16
A real doctor?,Judy Geller,2,16,11,18
Well that's wonderful. . . I,Judy Geller,2,16,11,20
It is Judy.,Richard Burke,2,16,11,22
Jack. Could you come in here for a moment? NOW!,Judy Geller,2,16,11,23
It seems your daughter and Richard are something of an item.,Judy Geller,2,16,11,26
She's not a twinkie.,Richard Burke,2,16,11,30
"Oh please, a relationship.",Judy Geller,2,16,11,32
Really?,Richard Burke,2,16,11,34
"No, it's been a long time since your dad and I went running.",Richard Burke,2,16,14,3
Very tasteful.,Richard Burke,2,16,14,10
What're we looking at? That blue freckle?,Richard Burke,2,16,14,15
What're you doing?,Guy,2,17,2,18
Baywatch!!,Both,2,17,4,15
"OK Phoebe, you ready to try one?",Producer,2,17,7,2
They're your backup singers... beind you.,Producer,2,17,7,4
Alrighty. From the top.,Producer,2,17,7,6
"Honey, uh we, we can talk about this. It's just that it's costing about a hundred dollars a minute to be in here.",Producer,2,17,7,8
"Hey Chan, is that Joey guy gonna come by and pick up his moose hat or should I just toss it out?",Eddie Menuek,2,17,9,6
Nice to meet ya.,Eddie Menuek,2,17,9,8
"At the uh, supermarket, in the uh, ethnic food section. I helped him pick out a chorizo.",Eddie Menuek,2,17,9,10
Is this guy great or what?,Eddie Menuek,2,17,9,17
"Hi Joey, what's goin' on man?",Eddie Menuek,2,17,11,2
"Alright, here you go my friend. Eggs a-la Eddie, huh?",Eddie Menuek,2,17,11,9
"Well you guys, I'm outta here. See ya pals.",Eddie Menuek,2,17,11,15
"No thanks man, I'm not uh, I'm not really into sports.",Eddie Menuek,2,17,14,3
"Y-, y-, you like that show?",Eddie Menuek,2,17,14,5
"Wha-, n-, no. I mean it's just a bunch of pretty people runnin' around on the beach, ya know.",Eddie Menuek,2,17,14,7
"I tell ya, I-, I'm gonna go read in my room for a little while.",Eddie Menuek,2,17,14,9
Oh Drake.,Amber,2,18,1,2
I'm sorry Amber. It's just like Brad to have to have the last word.,Dr. Drake Ramoray,2,18,1,3
I want you Drake.,Amber,2,18,1,6
I know you do but you and I can never be together that way.,Dr. Drake Ramoray,2,18,1,7
What?,Amber,2,18,1,8
There's something I never told you Amber. I'm actually your half- brother.,Dr. Drake Ramoray,2,18,1,9
What was that?,Eddie Menuek,2,18,2,12
"Yeah alright, that sounds alright.",Eddie Menuek,2,18,2,14
